roll,pitch,yaw,wave_z,speed,heading,rudder,wave_steepness,p_sync,p_param,p_broach
0.0025004026660661867,0.030770465437598902,0.010184918689863176,-0.006721221668022749,10.253319179972898,44.69045643446026,-0.11858620895009092,0.051177883661086755,0.0,0.0,0.021389902
0.02100774974560851,0.03873943822562864,0.003139249687232896,-0.010848816751128032,10.054321464622587,45.08576767150229,0.2904365707881775,0.050462641462079835,0.0,0.0,0.1792011
0.014114318431664278,0.04274051388032112,0.0041905327229838215,0.5113135085654761,9.985358500599943,44.35530554297594,-0.12186859320957312,0.048872338735924586,0.0,0.0,0.12103157
0.03997568811216477,0.05000769776928166,-0.0012440158643056733,0.4152576998612165,9.940392825421167,45.456030498851696,-0.7021738908921508,0.05272204530597443,0.0,0.0,0.34008446
0.039777095281935675,0.05371589142398105,0.002375421995532799,0.6076513959429798,9.977398009643627,44.51770794184595,0.2672860946164248,0.05069031764169831,0.0,0.0,0.34069753
0.0565996198267982,0.047928276715964835,-0.00126605886708784,0.7570599155576887,9.854307279175798,44.34254131763469,0.11170745725779892,0.047724428316235,0.0,0.0,0.48539096
0.04151996768710741,0.06315478197422499,-0.003025291936431478,0.7857145499682228,10.006591048372611,45.419853976416206,0.4232558198706605,0.05161272680997475,0.0,0.0,0.35331547
0.05021621201437373,0.06134065457927342,0.001964799636583147,0.9688491826998424,9.808015288496708,44.82595856761944,0.3065605195182682,0.04823434596891812,0.0,0.0,0.42916065
0.061939958808059165,0.07362386494789731,0.0026158505755393903,1.271877074432632,9.972115183626297,44.83364097434176,-0.1656689313878681,0.051397049113197237,0.0,0.0,0.52932554
0.09011331743136614,0.06190626440571576,0.002252702218200258,1.3181407503475677,10.058782427190517,45.67107997373993,-0.6481685449573181,0.053846673806121695,0.0,0.0,0.7654119
0.08835875474432742,0.061813554010767234,-0.001434192959889927,1.4133344937808243,10.113134890745366,46.041079486567085,0.528811215945512,0.054177532227943456,0.0,0.0,0.7484616
0.1065613030452661,0.06894662466519444,0.008713774415492778,1.2975112531779618,9.930014510662113,45.816422036266054,0.2121510414510565,0.04902905067279718,0.0,0.0,0.90415114
0.0944761982260592,0.07550001369794403,0.00021768556276340837,1.447947986460358,10.074348597103885,45.3884846860239,-0.48706028592548534,0.04902891096152715,0.0,0.0,0.80413234
