roll,pitch,yaw,heave,surge_vel,sway_vel,wave_z,wave_direction,wave_steepness,wind_speed,wind_direction,speed,heading,rudder,ship_length,ship_beam,ship_draft,displacement,block_coeff,KG,GM_static,Hs,encounter_freq,res_ratio,p_sync,p_param,p_broach,scenario,time
0.5680135305710108,0.0009013704464426191,0.0027632976804649587,-0.01824238852735945,0.003271651938194506,0.010694361043865806,-0.5337331860626661,270.0,0.009803385,10.887407,280.64368,6.2496715,44.665775,-0.33568677,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,12.0,0.3569473029257459,1.1910568525122613,0.04351049,4.805222e-08,0.0071210405,1_normal_oblique,0.0
0.5409389557224937,-0.020169730914827783,-0.0135421006357582,-0.01748403753858192,-0.004611051001618003,-0.0006705875623790286,-0.45499926765129345,270.0,0.009803385,9.36051,278.4373,6.1861734,44.810722,-0.35061654,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.2226931504722797,0.3576271517384445,1.1933253626828102,0.04134247,5.1881244e-08,0.0037549122,1_normal_oblique,0.1
0.5856100021922088,-0.027145489784113384,0.008568135815194325,-0.01700763239042873,-0.00991059476143534,-0.010611147953572892,-0.46242414885574584,270.0,0.009803385,10.136103,281.38272,6.264769,44.71738,0.72526926,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.17388990813490268,0.3566507060195683,1.1900671720338232,0.044247746,4.6334613e-08,0.004893969,1_normal_oblique,0.2
0.4693799943821173,0.013562631866637984,0.006974214553200661,-0.010427644467623239,0.022209229284242883,-0.014640888793209968,-0.40358106810647076,270.0,0.009803385,10.27917,278.81927,6.352303,44.8356,0.9510561,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.21411850538636187,0.3552128679111739,1.185269413603463,0.04789168,3.854284e-08,0.006214179,1_normal_oblique,0.30000000000000004
0.5358156914623592,-0.014853306179449901,-0.014041973975348841,-0.005031538111799723,-0.0006833153118503844,-0.0056726396240263845,-0.44114332829980313,270.0,0.009803385,10.307955,281.4991,6.1765847,44.935757,-0.43930915,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.18976557388924323,0.35757048102236066,1.1931362646165826,0.041180808,5.123611e-08,0.0055924794,1_normal_oblique,0.4
0.4221470026256822,0.031321706640860925,-0.0599415900618693,-0.0001899217840589506,-0.0019899959724314848,-0.014838462573406567,-0.5041409304523878,270.0,0.009803385,10.390248,279.45178,6.176586,45.25115,-0.3030826,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.18493327743182025,0.35708366087252996,1.1915118498342203,0.04194443,4.807717e-08,0.0063302657,1_normal_oblique,0.5
0.5351526132253284,-6.383431049846681e-05,-0.007982603172947689,-0.028212562435657562,0.01425796673591376,-0.008670271161495437,-0.520409342467281,270.0,0.009803385,10.60522,276.5579,6.357921,44.903652,0.6089583,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.1873529776458425,0.3550239949288618,1.1846391848330158,0.048061457,3.733487e-08,0.006394112,1_normal_oblique,0.6000000000000001
0.48662495126754485,0.0012439931840688293,-0.03336454812111695,-0.04274556961485472,0.019004982162780962,-0.013630960403726224,-0.46392478273879373,270.0,0.009803385,10.282296,278.03516,6.2767434,44.52431,0.31073874,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.174080293743094,0.35678515399623356,1.1905157961937511,0.043255422,4.5739053e-08,0.006623219,1_normal_oblique,0.7000000000000001
0.5261738986897027,0.00845721102382023,-0.037239392110128305,-0.012100530620794999,0.014598598301001084,-0.008603312328270444,-0.5051935045316858,270.0,0.009803385,10.115971,279.13916,6.1530523,45.342022,0.38847426,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.16838465376961814,0.35728341452074514,1.1921783850610477,0.041322757,4.927996e-08,0.006488562,1_normal_oblique,0.8
0.5581477631294719,0.002109116685306999,-0.0251828728829672,-0.008197364548309282,-0.0037565566211029064,0.015537540773605446,-0.45276718732086996,270.0,0.009803385,10.096206,282.7364,6.254256,44.748875,0.5048418,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.16159544332622258,0.3567511989635167,1.1904024955074504,0.04325998,4.585688e-08,0.006911592,1_normal_oblique,0.9
0.5083693455445297,0.016916683561186613,0.019353302150384284,0.004189903927634707,0.003622191032232229,-0.0037677948710383886,-0.4921715935651436,270.0,0.009803385,9.994242,281.80228,6.1536584,44.982384,-0.057544563,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.15482218990572896,0.35782703583104447,1.1939923331746671,0.040192623,5.2340887e-08,0.006433394,1_normal_oblique,1.0
0.44125087695395776,0.07332829808093022,-0.03984788109556445,-0.027568561826870425,0.005994952774830668,0.012954936606661999,-0.3928870717708192,270.0,0.009803385,10.693771,283.2477,6.153427,45.13396,0.23408625,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.17598505675179862,0.3575971262798653,1.1932251741454618,0.04058395,5.0867108e-08,0.0066262605,1_normal_oblique,1.1
0.40042650026992177,0.03039437434154381,-0.03428740052445453,-0.0561447453537237,0.02251550555539051,0.0011779498234861735,-0.42603639676948585,270.0,0.009803385,9.976736,283.30728,6.2241964,45.059883,0.20147644,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.17508907867929557,0.3566950609245265,1.1902151748708247,0.042908147,4.5372207e-08,0.0062394324,1_normal_oblique,1.2000000000000002
0.4739846956230135,0.03037190265537622,0.01228157469644515,-0.03567510343766629,0.00434460834075203,-0.009449701220466365,-0.4043336251468291,270.0,0.009803385,10.723386,278.9305,6.0086718,45.328255,-0.3475871,200.0,32.0,12.0,50000.0,0.65,10.0,1.5,0.1805392011336913,0.3593869016125813,1.1991972718669348,0.035823178,6.278722e-08,0.0060563628,1_normal_oblique,1.3
